HH Profile_ID,14Q_Scheme,Q01_Income_C,Q02_Occupation,Q03_Position,RQ04_School,Q09_Electricity bill_C,Q10_Nb_Members,Q11_Phone brand,RQ13_Hospital,Q15_Home ownership,Q16_Urban type,RQ17_Residency,Q18_Properties,Q19_Private insurance,Q20_Loan type
520,Scheme 3,150000000,Lao động tự do,Không có / Chức vụ khác,Class 7,321000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
522,Scheme 3,108000000,Khác,Không có / Chức vụ khác,Không,427000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
523,Scheme 3,149726520,Khác,Không có / Chức vụ khác,Class 7,511000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
524,Scheme 1,339600000,Lao động tự do,Không có / Chức vụ khác,Không,1461000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
526,Scheme 2,168296544,Công chức nhà nước,Không có / Chức vụ khác,Class 7,812000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
527,Scheme 3,144000000,Làm nông,Không có / Chức vụ khác,Class 7,428000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà của nhiều hộ gia đình,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay tiêu dùng
528,Scheme 3,204000000,Làm nông,Không có / Chức vụ khác,Không,567000,3,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
529,Scheme 3,84000000,Khác,Không có / Chức vụ khác,Không,10229000,2,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - Special / 1,Thuê Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
530,Scheme 3,53805888,Làm nông,Không có / Chức vụ khác,Class 6,496000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
531,Scheme 3,72000000,Làm nông,Không có / Chức vụ khác,Không,250000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
532,Scheme 2,346198800,Lao động tự do,Không có / Chức vụ khác,Không,352000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,"Có khoản vay mua nhà, mua ô tô"
533,Scheme 3,102000000,Lao động tự do,Không có / Chức vụ khác,Không,559000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
534,Scheme 2,36000000,Lao động tự do,Không có / Chức vụ khác,Class 7,1140000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Có,Có khoản vay khác
535,Scheme 3,146464200,Làm nông,Không có / Chức vụ khác,Class 7,482000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
536,Scheme 1,480000000,Bán buôn tự do,Không có / Chức vụ khác,Không,443000,>4,Apple,Class 3,Có,Class - 2 / 3,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
537,Scheme 3,48000000,Lao động tự do,Không có / Chức vụ khác,Không,546000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
539,Scheme 3,153451200,Khác,Quản lý cấp cao,Class 7,418000,4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
540,Scheme 1,304952640,Công chức nhà nước,Nhân viên,Class 7,1066000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
541,Scheme 3,118092000,Khác,Không có / Chức vụ khác,Class 5,364000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác
542,Scheme 3,216000000,Bán buôn tự do,Không có / Chức vụ khác,Không,505000,4,Samsung / Vivo / OPPO,Class 2,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Có,Có khoản vay khác
543,Scheme 3,153589200,Lao động tự do,Không có / Chức vụ khác,Không,651000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
545,Scheme 3,247200000,Khác,Nhân viên,Không,157000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
547,Scheme 2,168720000,Lao động tự do,Không có / Chức vụ khác,Không,648000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu hơn 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
548,Scheme 2,192000000,Khác,Không có / Chức vụ khác,Class 6,659000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Thuê Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Có khoản vay khác
549,Scheme 3,94980000,Nghỉ hưu,Không có / Chức vụ khác,Không,205000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
550,Scheme 3,120000000,Khác,Không có / Chức vụ khác,Không,388000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
551,Scheme 3,96000000,Khác,Không có / Chức vụ khác,Không,159000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
552,Scheme 3,225336000,Làm nông,Giám đốc,Không,576000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Có,Có khoản vay khác
553,Scheme 3,58800000,Lao động tự do,Nhân viên,Không,355000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
554,Scheme 3,84000000,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Class 7,594000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
556,Scheme 1,364584000,Lao động tự do,Không có / Chức vụ khác,Không,591000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
557,Scheme 1,299589600,Khác,Không có / Chức vụ khác,Class 7,1189000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
558,Scheme 3,180000000,Nhân viên văn phòng cho cty vừa và nhỏ,Không có / Chức vụ khác,Không,258000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
559,Scheme 2,187280400,Lao động tự do,Không có / Chức vụ khác,Không,1662000,>4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
561,Scheme 3,120000000,Bán buôn tự do,Không có / Chức vụ khác,Class 6,559000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
562,Scheme 1,245730480,Công chức nhà nước,Không có / Chức vụ khác,Không,728000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
563,Scheme 3,78000000,Lao động tự do,Không có / Chức vụ khác,Class 7,137000,2,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
564,Scheme 2,0,Khác,Không có / Chức vụ khác,Class 5,1360000,2,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
565,Scheme 3,149640000,Khác,Không có / Chức vụ khác,Không,275000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
566,Scheme 3,115320000,Làm nông,Không có / Chức vụ khác,Class 7,584000,>4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
567,Scheme 3,96000000,Bán buôn tự do,Không có / Chức vụ khác,Class 7,425000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
568,Scheme 2,276000000,Khác,Không có / Chức vụ khác,Không,400000,2,Apple,Class 3,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
569,Scheme 3,37113600,Nghỉ hưu,Nhân viên,Không,665000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - Special / 1,Thuê Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
570,Scheme 3,36000000,Khác,Không có / Chức vụ khác,Class 7,173000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
571,Scheme 2,60000000,Lao động tự do,Nhân viên,Class 6,1447000,2,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
572,Scheme 3,210000000,Công chức nhà nước,Không có / Chức vụ khác,Class 7,289000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
573,Scheme 2,192000000,Bán buôn tự do,Không có / Chức vụ khác,Class 7,779000,2,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
574,Scheme 1,387342000,Nhân viên văn phòng cho cty vừa và nhỏ,Quản lý cấp trung,Không,98000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
576,Scheme 3,140235240,Lao động tự do,Không có / Chức vụ khác,Class 7,323000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
577,Scheme 3,134400000,Lao động tự do,Không có / Chức vụ khác,Class 7,152000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
578,Scheme 2,120000000,Làm nông,Không có / Chức vụ khác,Không,822000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
579,Scheme 1,228000000,Bán buôn tự do,Không có / Chức vụ khác,Class 7,3069000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Có khoản vay khác
581,Scheme 3,296702400,Khác,Không có / Chức vụ khác,Không,257000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
582,Scheme 3,195396000,Công chức nhà nước,Không có / Chức vụ khác,Không,142000,4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
583,Scheme 3,174721200,Khác,Không có / Chức vụ khác,Không,360000,3,Apple,Class 4,Có,Class - Special / 1,Sở hữu Căn hộ chung cư,Không sở hữu ngôi nhà thứ hai,Có,Không có bất kỳ khoản vay nào
584,Scheme 3,86400000,Bán buôn tự do,Không có / Chức vụ khác,Class 7,579000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
585,Scheme 3,216000000,Làm nông,Không có / Chức vụ khác,Class 7,535000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
586,Scheme 3,216000000,Khác,Không có / Chức vụ khác,Không,365000,>4,Apple,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
587,Scheme 2,337200000,Lao động tự do,Không có / Chức vụ khác,Class 7,525000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - Special / 1,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
588,Scheme 3,76320000,Khác,Không có / Chức vụ khác,Không,415000,3,Samsung / Vivo / OPPO,Class 3,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
589,Scheme 1,240000000,Lao động tự do,Không có / Chức vụ khác,Không,783000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - Special / 1,Sở hữu Căn hộ tầm trung,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
591,Scheme 2,162000000,Nhân viên văn phòng cho cty vừa và nhỏ,Quản lý cấp trung,Class 5,485000,4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Có,Không có bất kỳ khoản vay nào
593,Scheme 3,80292000,Nghỉ hưu,Không có / Chức vụ khác,Không,723000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà của nhiều hộ gia đình,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
594,Scheme 3,159600000,Nhân viên văn phòng cho cty vừa và nhỏ,Nhân viên,Không,532000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
595,Scheme 3,350836920,Công chức nhà nước,Quản lý cấp trung,Class 7,225000,>4,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Thuê Nhà phố nhỏ,Không sở hữu ngôi nhà thứ hai,Không,Có khoản vay khác
598,Scheme 3,113880000,Khác,Không có / Chức vụ khác,Class 5,736000,3,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà tập thể,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
601,Scheme 3,120000000,Bán buôn tự do,Không có / Chức vụ khác,Class 7,485000,4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
602,Scheme 1,204000000,Nhân viên văn phòng cho cty vừa và nhỏ,Chủ doanh nghiệp,Class 7,1563000,3,Samsung / Vivo / OPPO,Class 2,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Sở hữu 1 ngôi nhà khác,Có,Có khoản vay khác
604,Scheme 3,139200000,Công nhân nhà máy,Nhân viên,Class 7,302000,4,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
605,Scheme 1,274800000,Lao động tự do,Nhân viên,Không,904000,4,Apple,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 2 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
606,Scheme 3,160416000,Lao động tự do,Không có / Chức vụ khác,Class 7,172000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
607,Scheme 3,45600000,Khác,Không có / Chức vụ khác,Không,276000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Không,Class - Special / 1,Thuê Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
608,Scheme 3,167520000,Khác,Nhân viên,Không,386000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 2 / 3,Sở hữu Nhà phố nhỏ,Sở hữu 1 ngôi nhà khác,Không,Không có bất kỳ khoản vay nào
610,Scheme 3,163331424,Công chức nhà nước,Nhân viên,Class 7,419000,3,Samsung / Vivo / OPPO,Class 4,Có,Class - 4 / 5,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
611,Scheme 3,202872000,Lao động tự do,Không có / Chức vụ khác,Class 7,591000,4,Apple,Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,Không có bất kỳ khoản vay nào
612,Scheme 2,241680000,Công nhân nhà máy,Không có / Chức vụ khác,Class 7,291000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà phố nhỏ,Sở hữu 2 ngôi nhà khác,Không,Có khoản vay khác
613,Scheme 2,152160000,Lao động tự do,Nhân viên,Không,1255000,4,"Khác (Xiaomi, Realme, ...)",Class 4,Có,Class - Special / 1,Sở hữu Nhà ở nông thôn,Không sở hữu ngôi nhà thứ hai,Không,"Có khoản nợ tín dụng, nợ học phí, nợ viện phí"
